Dataset_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps,,,,
1,83,20,7,"20, 1, 2, 3, 4, 5, 6, 9,10,11,13,14,15,19","7, 8,12,16,17,18",2100,900,153.098,42.26,1946.902,857.74,3000,2804.642,1402.321,14,6,"0,79,176,229,296,338,372,402,469.1,528.7,566.9,635.9,683.9,733.1,765.49","0,60,84,106.4,133.2,159.3,211.3",,,,
1,84,20,8,"20, 1, 2, 3, 4, 5, 6, 7, 9,10,11,13,16,17,18,19","8,12,14,15",2400,600,163.478,29.4,2236.522,570.6,3000,2807.122,1403.561,16,4,"0,79,176,229,296,338,372,389,431,498.1,557.7,595.9,645.1,671.9,698,785,817.39","0,24,47,95,147",,,,
1,85,20,9,"20, 2, 3, 6, 7, 8,12,14,15,19","9, 1, 4, 5,10,11,13,16,17,18",1500,1500,80.518,82.08,1419.482,1417.92,3000,2837.402,1418.701,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,61,82,124,191.5,251.1,289.3,338.5,365.3,391.4,410.4",,,,
1,86,20,10,"20, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,16,17,18","10,12,14,15,19",2250,750,155.314,39.04,2094.686,710.96,3000,2805.646,1402.823,15,5,"0,79,176,229,296,338,372,389,449,527,547.5,585.7,634.9,661.7,687.8,776.57","0,65,88,136,185.2,195.2",,,,
1,87,20,11,"20, 2, 3, 6, 7, 8,12,14,15,19","11, 1, 4, 5, 9,10,13,16,17,18",1500,1500,80.518,90.78,1419.482,1409.22,3000,2828.702,1414.351,10,10,"0,58,111,149,166,226,250,273,321,370.2,402.59","0,78,99,141,153,220.1,312.1,361.3,388.1,414.2,453.9",,,,
1,88,20,12,"20, 2, 3, 8, 9,11,13,14,15,19","12, 1, 4, 5, 6, 7,10,16,17,18",1500,1500,97.658,65.88,1402.342,1434.12,3000,2836.462,1418.231,10,10,"0,58,111,153,231,251.5,289.7,358.7,406.7,455.9,488.29","0,21,42,84,118,135,162,228.5,255.3,281.4,329.4",,,,
1,89,20,13,"20, 2, 3, 7, 8,12,14,15,19","13, 1, 4, 5, 6, 9,10,11,16,17,18",1350,1650,73.718,90.32,1276.282,1559.68,3000,2835.962,1417.981,9,11,"0,58,111,132,192,216,239,287,336.2,368.59","0,71,92,134,168,198,265.1,324.7,375.3,402.1,428.2,451.6",,,,
1,90,20,14,"20, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,18,19","14,15,16,17",2400,600,187.218,36.52,2212.782,563.48,3000,2776.262,1388.131,16,4,"0,79,176,229,296,338,372,389,449,527,594.1,653.7,721.7,793.3,816.7,903.7,936.09","0,48,122.8,149.6,182.6",,,,
1,91,20,15,"20, 2, 3, 5, 6, 7, 9,10,11,13,18,19","15, 1, 4, 8,12,14,16,17",1800,1200,112.538,66.66,1687.462,1133.34,3000,2820.802,1410.401,12,8,"0,58,111,162,196,213,255,322.1,381.7,419.9,443.3,530.3,562.69","0,79,100,154,178,201,228.5,255.3,333.3",,,,
1,92,20,16,"20, 2, 3, 6, 7, 8,10,12,14,15,19","16, 1, 4, 5, 9,11,13,17,18",1650,1350,103.218,50.66,1546.782,1299.34,3000,2846.122,1423.061,11,9,"0,58,111,149,166,226,298.5,363.5,386.5,434.5,483.7,516.09","0,28,49,91,103,123.5,161.7,201.1,227.2,253.3",,,,
1,93,20,17,"20, 1, 4, 5, 6, 7, 9,10,11,13,14,15","17, 2, 3, 8,12,16,18,19",1800,1200,106.786,119.9,1693.214,1080.1,3000,2773.314,1386.657,12,8,"0,79,100,142,176,193,235,302.1,361.7,399.9,468.9,516.9,533.93","0,49,102,144,168,190.4,451.4,538.4,599.5",,,,
1,94,20,18,"20, 2, 3, 8, 9,11,13,14,15,19","18, 1, 4, 5, 6, 7,10,12,16,17",1500,1500,97.658,65.86,1402.342,1434.14,3000,2836.482,1418.241,10,10,"0,58,111,153,231,251.5,289.7,358.7,406.7,455.9,488.29","0,48,69,111,145,162,189,254,276.4,303.2,329.3",,,,
1,95,20,19,"20, 1, 4, 5, 6, 7,10,12,14,15","19, 2, 3, 8, 9,11,13,16,17,18",1500,1500,74.606,90.16,1425.394,1409.84,3000,2835.234,1417.617,10,10,"0,79,100,142,176,193,220,285,308,356,373.03","0,30,83,125,203,223.5,261.7,310.9,337.7,363.8,450.8",,,,
